id	gene	allTranscripts	transcript	totExons	strand	chrom	startUpIntron	endUpIntron	startUpBSE	endUpBSE	startDownBSE	endDownBSE	startDownIntron	endDownIntron	exNumUpBSE	exNumDownBSE	numOfExons	lenUpIntron	lenUpBSE	lenDownBSE	lenDownIntron	meanLengthBSEs	meanLengthIntrons	lenCircRNA
1801	ASXL3:+:chr18:31187558:31263532	ASXL3	ENST00000269197,ENST00000592288	ENST00000269197	12	+	chr18	31158650	31187557	31187558	31187640	31263369	31263532	31263533	31311931	2	8	7	28907	82	163	48398	122.5	38652.5	825
1802	FBXL17:-:chr5:107684231:107356625	FBXL17	ENST00000542267,ENST00000359660,ENST00000496714	ENST00000542267	9	-	chr5	107700438	107684232	107684231	107684100	107356702	107356626	107356625	107216881	4	7	4	16206	131	76	139744	103.5	77975	448
1803	FKBP8:-:chr19:18650530:18650181	FKBP8	ENST00000608443,ENST00000597960,ENST00000596558,ENST00000222308,ENST00000453489,ENST00000599540,ENST00000597611	ENST00000608443	9	-	chr19	18652488	18650531	18650530	18650361	18650269	18650181	18650180	18649247	3	4	2	1957	169	88	933	128.5	1445	259
1804	BRWD1:-:chr21:40601362:40578034	BRWD1	ENST00000342449,ENST00000333229,ENST00000380800,ENST00000446924	ENST00000342449	41	-	chr21	40604102	40601363	40601362	40601238	40578200	40578034	40578033	40574472	26	37	12	2739	124	166	3561	145	3150	1364
1805	ATP9A:-:chr20:50307358:50290691	ATP9A	ENST00000338821	ENST00000338821	28	-	chr20	50310546	50307359	50307358	50307278	50290852	50290692	50290691	50287797	8	11	4	3187	80	160	2894	120	3040.5	395
1806	ANK3:-:chr10:62039397:62021616	ANK3	ENST00000280772,ENST00000373827,ENST00000503366,ENST00000503925	ENST00000280772	44	-	chr10	62149182	62039398	62039397	62039296	62021715	62021617	62021616	61994545	2	7	6	109784	101	98	27071	99.5	68427.5	684
1807	RFX3:-:chr9:3395596:3330259	RFX3	ENST00000382004,ENST00000302303,ENST00000358730,ENST00000457373,ENST00000451859	ENST00000382004	18	-	chr9	3490278	3395597	3395596	3395472	3330517	3330259	3330258	3301621	3	5	3	94681	124	258	28637	191	61659	482
1808	SEC24B:+:chr4:110412483:110416012	SEC24B	ENST00000265175,ENST00000504968,ENST00000399100	ENST00000265175	24	+	chr4	110402938	110412482	110412483	110412563	110415771	110416012	110416013	110427483	5	6	2	9544	80	241	11470	160.5	10507	323
1809	SNX14:-:chr6:86284096:86267693	SNX14	ENST00000508980,ENST00000314673,ENST00000346348,ENST00000505648,ENST00000369627,ENST00000513865,ENST00000514419,ENST00000513869,ENST00000509338	ENST00000508980	29	-	chr6	86290913	86284097	86284096	86283976	86267778	86267694	86267693	86259598	2	8	7	6816	120	84	8095	102	7455.5	620
1810	NELL2:-:chr12:45059392:45000951	NELL2	ENST00000429094,ENST00000437801,ENST00000395487,ENST00000452445,ENST00000551601,ENST00000549027,ENST00000333837,ENST00000549668	ENST00000429094	20	-	chr12	45097508	45059393	45059392	45059267	45001047	45000952	45000951	44926505	13	15	3	38115	125	95	74446	110	56280.5	345
1811	ELAVL2:-:chr9:23765097:23762004	ELAVL2	ENST00000380110	ENST00000380110	8	-	chr9	23821224	23765098	23765097	23765007	23762247	23762004	23762003	23731124	2	3	2	56126	90	243	30879	166.5	43502.5	335
1812	UBAP2:-:chr9:33998862:33986757	UBAP2	ENST00000379238,ENST00000360802,ENST00000449054,ENST00000379239,ENST00000418786,ENST00000412543	ENST00000379238	29	-	chr9	34017047	33998863	33998862	33998785	33986835	33986758	33986757	33973236	3	6	4	18184	77	77	13521	77	15852.5	421
1813	CAMSAP2:+:chr1:200729967:200784772	CAMSAP2	ENST00000358823,ENST00000236925,ENST00000413307	ENST00000358823	17	+	chr1	200709095	200729966	200729967	200730226	200784689	200784772	200784773	200801327	2	4	3	20871	259	83	16554	171	18712.5	506
1814	CASC4:+:chr15:44620883:44673174	CASC4	ENST00000299957,ENST00000345795,ENST00000360824	ENST00000299957	10	+	chr15	44615218	44620882	44620883	44620985	44673004	44673174	44673175	44695084	3	8	6	5664	102	170	21909	136	13786.5	690
1815	CCDC90B:-:chr11:82989872:82984689	CCDC90B	ENST00000529689,ENST00000529611,ENST00000525503,ENST00000260054,ENST00000455220,ENST00000527025,ENST00000534753,ENST00000529073,ENST00000527495	ENST00000529689	9	-	chr11	82991183	82989873	82989872	82989769	82984743	82984690	82984689	82977022	3	7	5	1310	103	53	7667	78	4488.5	374
1816	DCLK1:-:chr13:36410278:36379835	DCLK1	ENST00000255448,ENST00000360631,ENST00000379893	ENST00000255448	18	-	chr13	36413228	36410279	36410278	36410170	36379916	36379836	36379835	36367617	8	15	8	2949	108	80	12218	94	7583.5	824
1817	REV1:-:chr2:100052403:100029193	REV1	ENST00000258428,ENST00000413697,ENST00000393445,ENST00000465835	ENST00000258428	23	-	chr2	100055062	100052404	100052403	100052296	100029413	100029193	100029192	100027330	7	13	7	2658	107	220	1862	163.5	2260	959
1818	KIAA1715:-:chr2:176860374:176844538	KIAA1715	ENST00000272748,ENST00000409660,ENST00000535310,ENST00000544803,ENST00000392540	ENST00000272748	13	-	chr2	176866887	176860375	176860374	176860286	176844596	176844538	176844537	176835533	2	5	4	6512	88	58	9004	73	7758	378
1819	PAK3:+:chrX:110385324:110395675	PAK3	ENST00000372007,ENST00000519681,ENST00000372010,ENST00000446737,ENST00000425146,ENST00000360648,ENST00000417227,ENST00000262836,ENST00000518291	ENST00000372007	18	+	chrX	110366507	110385323	110385324	110385424	110395638	110395675	110395676	110406142	6	8	3	18816	100	37	10466	68.5	14641	293
1820	NRXN2:-:chr11:64453419:64453118	NRXN2	ENST00000265459,ENST00000377559,ENST00000409571,ENST00000377551,ENST00000466324,ENST00000442300,ENST00000437746,ENST00000417749	ENST00000265459	23	-	chr11	64457876	64453420	64453419	64453118	64453419	64453118	64453117	64444510	6	6	1	4456	301	301	8607	301	6531.5	302
1821	ARHGEF7:+:chr13:111857636:111885640	ARHGEF7	ENST00000375741,ENST00000375739,ENST00000218789,ENST00000375736,ENST00000375723,ENST00000426073,ENST00000317133,ENST00000375737,ENST00000466143,ENST00000469877,ENST00000544132	ENST00000375741	20	+	chr13	111811437	111857635	111857636	111857720	111885552	111885640	111885641	111896218	4	7	4	46198	84	88	10577	86	28387.5	507
1822	RNF138:+:chr18:29691717:29704808	RNF138	ENST00000261593	ENST00000261593	8	+	chr18	29672850	29691716	29691717	29691882	29704697	29704808	29704809	29706655	3	6	4	18866	165	111	1846	138	10356	451
1823	EXOC6B:-:chr2:72960247:72958135	EXOC6B	ENST00000272427,ENST00000410104,ENST00000410112	ENST00000272427	22	-	chr2	72968432	72960248	72960247	72960200	72958181	72958136	72958135	72945437	3	5	3	8184	47	45	12698	46	10441	185
1824	TRIO:+:chr5:14316622:14336836	TRIO	ENST00000344204,ENST00000537187,ENST00000512070,ENST00000513206,ENST00000515144,ENST00000509967	ENST00000344204	57	+	chr5	14304702	14316621	14316622	14316852	14336645	14336836	14336837	14358286	9	11	3	11919	230	191	21449	210.5	16684	546
1825	GIGYF2:+:chr2:233612325:233626146	GIGYF2	ENST00000373566,ENST00000409547,ENST00000409480,ENST00000409451,ENST00000373563,ENST00000409196,ENST00000440945,ENST00000463554,ENST00000424038	ENST00000373566	30	+	chr2	233599949	233612324	233612325	233612454	233626106	233626146	233626147	233641121	4	8	5	12375	129	40	14974	84.5	13674.5	491
1826	KDM4C:+:chr9:6880012:6893232	KDM4C	ENST00000381309,ENST00000381306,ENST00000438023,ENST00000543771,ENST00000535193,ENST00000442236,ENST00000536108	ENST00000381309	22	+	chr9	6849701	6880011	6880012	6880061	6893095	6893232	6893233	6980924	6	8	3	30310	49	137	87691	93	59000.5	292
1827	MICU3:+:chr8:16955967:16977910	MICU3	NA	NA	NA	+	chr8	NA	NA	16955967	NA	NA	16977910	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1828	LINS:-:chr15:101105470:101104896	LINS	ENST00000560783	ENST00000560783	4	-	chr15	101113855	101105471	101105470	101105400	101104990	101104897	101104896	101099729	2	3	2	8384	70	93	5167	81.5	6775.5	165
1829	ZNF638:+:chr2:71653589:71654544	ZNF638	ENST00000409544,ENST00000264447,ENST00000355812,ENST00000409407,ENST00000487638,ENST00000483421	ENST00000409544	28	+	chr2	71651846	71653589	71653590	71654544	71653590	71654544	71654545	71655676	24	24	1	1743	954	954	1131	954	1437	955
1830	TIA1:-:chr2:70457986:70451685	TIA1	ENST00000433529,ENST00000415783,ENST00000282574,ENST00000445587,ENST00000474809,ENST00000416149	ENST00000433529	13	-	chr2	70463210	70457987	70457986	70457888	70451761	70451686	70451685	70444127	3	7	5	5223	98	75	7558	86.5	6390.5	351
1831	TMEM116:-:chr12:112381173:112371689	TMEM116	ENST00000548283,ENST00000354825,ENST00000547878,ENST00000437003,ENST00000550831,ENST00000552374,ENST00000552801,ENST00000549537	ENST00000548283	9	-	chr12	112429561	112381174	112381173	112381069	112374634	112371690	112371689	112370464	5	8	4	48387	104	2944	1225	1524	24806	3184
1832	CWC27:+:chr5:64084778:64100213	CWC27	ENST00000508024,ENST00000381070	ENST00000508024	11	+	chr5	64082455	64084777	64084778	64084847	64100056	64100213	64100214	64103425	7	10	4	2322	69	157	3211	113	2766.5	339
1833	CHN1:-:chr2:175816930:175779785	CHN1	ENST00000409900,ENST00000488080,ENST00000409156,ENST00000425395	ENST00000409900	13	-	chr2	175869621	175816931	175816930	175816892	175779899	175779786	175779785	175742857	2	5	4	52690	38	113	36928	75.5	44809	241
1834	ARFGEF1:-:chr8:68214701:68200190	ARFGEF1	ENST00000262215	ENST00000262215	39	-	chr8	68255398	68214702	68214701	68214671	68200300	68200190	68200189	68189693	2	7	6	40696	30	110	10496	70	25596	903
1835	VMP1:+:chr17:57808782:57851246	VMP1	ENST00000262291,ENST00000539763,ENST00000537567,ENST00000545362,ENST00000536180	ENST00000262291	12	+	chr17	57785110	57808781	57808782	57808883	57851115	57851246	57851247	57886156	2	7	6	23671	101	131	34909	116	29290	740
1836	KLHL1:-:chr13:70549934:70535440	KLHL1	ENST00000377844	ENST00000377844	11	-	chr13	70681334	70549935	70549934	70549752	70535576	70535440	70535439	70514369	2	3	2	131399	182	136	21070	159	76234.5	320
1837	ERC2:-:chr3:55984588:55922416	ERC2	ENST00000288221,ENST00000460849,ENST00000492584	ENST00000288221	18	-	chr3	56020004	55984589	55984588	55984453	55922577	55922417	55922416	55768947	13	14	2	35415	135	160	153469	147.5	94442	297
1838	SLC8A1:-:chr2:40405633:40387904	SLC8A1	ENST00000407929,ENST00000403092,ENST00000405901,ENST00000332839	ENST00000407929	8	-	chr2	40655612	40405634	40405633	40405527	40388004	40387905	40387904	40366817	2	6	5	249978	106	99	21087	102.5	135532.5	460
1839	EPB41L5:+:chr2:120830754:120836157	EPB41L5	ENST00000263713,ENST00000452780,ENST00000443902,ENST00000443124,ENST00000331393	ENST00000263713	25	+	chr2	120799687	120830753	120830754	120830796	120836069	120836157	120836158	120844746	4	10	7	31066	42	88	8588	65	19827	518
1840	LRBA:-:chr4:151412187:151388825	LRBA	ENST00000535741,ENST00000510413,ENST00000357115,ENST00000507224,ENST00000509835,ENST00000503716	ENST00000535741	57	-	chr4	151509199	151412188	151412187	151412070	151388937	151388825	151388824	151358017	41	44	4	97011	117	112	30807	114.5	63909	450
1841	TXNDC16:-:chr14:53011089:53003436	TXNDC16	ENST00000281741	ENST00000281741	21	-	chr14	53019033	53011090	53011089	53010982	53003511	53003437	53003436	52986012	2	6	5	7943	107	74	17424	90.5	12683.5	573
1842	GLCCI1:+:chr7:8043538:8099878	GLCCI1	ENST00000223145,ENST00000474269,ENST00000414914	ENST00000223145	8	+	chr7	8009439	8043537	8043538	8043689	8099726	8099878	8099879	8110550	2	5	4	34098	151	152	10671	151.5	22384.5	509
1843	SLC12A2:+:chr5:127474289:127488497	SLC12A2	ENST00000262461,ENST00000343225,ENST00000509205	ENST00000262461	27	+	chr5	127471501	127474288	127474289	127474416	127488398	127488497	127488498	127493744	8	15	8	2787	127	99	5246	113	4016.5	955
1844	ANKRD36C:-:chr2:96525822:96516914	ANKRD36C	ENST00000456556	ENST00000456556	67	-	chr2	96533187	96525823	96525822	96525609	96516943	96516914	NA	NA	61	67	7	7364	213	29	NA	121	7364	1661
1845	ATE1:-:chr10:123683844:123549683	ATE1	ENST00000369043,ENST00000535655,ENST00000224652,ENST00000423243,ENST00000540606,ENST00000543447	ENST00000369043	12	-	chr10	123687358	123683845	123683844	123683781	123549804	123549684	123549683	123503374	2	11	10	3513	63	120	46309	91.5	24911	1272
1846	TBCD:+:chr17:80721841:80739597	TBCD	ENST00000355528,ENST00000539345,ENST00000397466	ENST00000355528	39	+	chr17	80714092	80721840	80721841	80721938	80739465	80739597	80739598	80755632	3	7	5	7748	97	132	16034	114.5	11891	536
1847	PCNXL2:-:chr1:233363117:233353645	PCNXL2	ENST00000258229,ENST00000430153,ENST00000324142	ENST00000258229	34	-	chr1	233372590	233363118	233363117	233362972	233353677	233353645	233353644	233344436	10	12	3	9472	145	32	9208	88.5	9340	333
1848	RBM41:-:chrX:106332069:106331666	RBM41	ENST00000372487,ENST00000372479,ENST00000475556	ENST00000372487	8	-	chrX	106358581	106332070	106332069	106331666	106332069	106331666	106331665	106312633	5	5	1	26511	403	403	19032	403	22771.5	404
1849	NAA16:+:chr13:41890982:41910892	NAA16	ENST00000379406,ENST00000464857,ENST00000379367,ENST00000403412	ENST00000379406	20	+	chr13	41885719	41890981	41890982	41891066	41910786	41910892	41910893	41929279	2	9	8	5262	84	106	18386	95	11824	960
1850	KCNN2:+:chr5:113740135:113740553	KCNN2	ENST00000512097,ENST00000264773	ENST00000512097	9	+	chr5	113699699	113740134	113740135	113740553	113740135	113740553	113740554	113798745	4	4	1	40435	418	418	58191	418	49313	419
1851	SLC2A13:-:chr12:40486735:40422103	SLC2A13	NA	NA	NA	-	chr12	NA	NA	40486735	NA	NA	40422103	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1852	PLXNC1:+:chr12:94562929:94580249	PLXNC1	ENST00000258526,ENST00000551850	ENST00000258526	31	+	chr12	94543810	94562928	94562929	94563069	94580149	94580249	94580250	94603365	2	4	3	19118	140	100	23115	120	21116.5	377
1853	VPS37A:+:chr8:17125767:17143936	VPS37A	ENST00000324849,ENST00000425020,ENST00000520140,ENST00000521829	ENST00000324849	12	+	chr8	17123491	17125766	17125767	17125881	17143856	17143936	17143937	17152495	3	11	9	2275	114	80	8558	97	5416.5	994
1854	TMEM135:+:chr11:86778736:86802437	TMEM135	ENST00000340353,ENST00000305494,ENST00000355734,ENST00000529023,ENST00000525018,ENST00000526733	ENST00000340353	14	+	chr11	86749229	86778735	86778736	86778863	86802404	86802437	86802438	86947679	2	4	3	29506	127	33	145241	80	87373.5	255
1855	C6orf136:+:chr6:30618771:30619243	C6orf136	ENST00000293604,ENST00000446773,ENST00000376473,ENST00000488383,ENST00000528347,ENST00000376471,ENST00000487873	ENST00000293604	6	+	chr6	30617737	30618770	30618771	30618859	30619043	30619243	30619244	30620424	3	4	2	1033	88	200	1180	144	1106.5	290
1856	TRIP12:-:chr2:230725247:230723487	TRIP12	ENST00000389044,ENST00000409677	ENST00000389044	42	-	chr2	230744697	230725248	230725247	230725122	230724290	230723488	230723487	230705644	3	4	2	19449	125	802	17843	463.5	18646	929
1857	ZBTB11:-:chr3:101391057:101374947	ZBTB11	ENST00000312938	ENST00000312938	11	-	chr3	101395448	101391058	101391057	101390822	101375092	101374948	101374947	101373666	2	7	6	4390	235	144	1281	189.5	2835.5	1881
1858	RP11-29G8.3:+:chr13:76195899:76301234	RP11-29G8.3	ENST00000563635	ENST00000563635	15	+	chr13	76169127	76195898	76195899	76196004	76301165	76301234	76301235	76335067	8	10	3	26771	105	69	33832	87	30301.5	247
1859	EHBP1:+:chr2:63206323:63223901	EHBP1	ENST00000263991,ENST00000431489,ENST00000354487,ENST00000405015,ENST00000405289,ENST00000496857	ENST00000263991	25	+	chr2	63182796	63206322	63206323	63206470	63223778	63223901	63223902	63264669	16	21	6	23526	147	123	40767	135	32146.5	751
1860	MAP2K4:+:chr17:11984673:12016677	MAP2K4	ENST00000415385,ENST00000353533,ENST00000602811,ENST00000602686,ENST00000602537,ENST00000581941	ENST00000415385	12	+	chr17	11958309	11984672	11984673	11984847	12016550	12016677	12016678	12028610	4	8	5	26363	174	127	11932	150.5	19147.5	595
1861	PCNX:+:chr14:71476351:71479919	PCNX	ENST00000304743,ENST00000238570,ENST00000439984	ENST00000304743	36	+	chr14	71462643	71476350	71476351	71476441	71479702	71479919	71479920	71485725	9	11	3	13707	90	217	5805	153.5	9756	367
1862	GALNT13:+:chr2:154757449:154801152	GALNT13	ENST00000392825	ENST00000392825	13	+	chr2	154728817	154757448	154757449	154757520	154800907	154801152	154801153	154996849	2	3	2	28631	71	245	195696	158	112163.5	318
1863	SLC4A7:-:chr3:27465643:27424644	SLC4A7	ENST00000295736,ENST00000428386,ENST00000454389,ENST00000440156,ENST00000445684,ENST00000388777,ENST00000446700,ENST00000425128,ENST00000438530,ENST00000435667,ENST00000455077,ENST00000437179,ENST00000457377,ENST00000437266	ENST00000295736	25	-	chr3	27472788	27465644	27465643	27465528	27424741	27424644	27424643	27418337	8	24	17	7144	115	97	6306	106	6725	2440
1864	DYM:-:chr18:46906128:46858233	DYM	ENST00000269445,ENST00000418472	ENST00000269445	17	-	chr18	46917962	46906129	46906128	46906035	46858376	46858234	46858233	46812987	4	8	5	11833	93	142	45246	117.5	28539.5	570
1865	HAGH:-:chr16:1859834:1859238	HAGH	ENST00000564445,ENST00000566644	ENST00000564445	9	-	chr16	1866893	1859835	1859834	1859755	1859383	1859239	1859238	1845722	7	8	2	7058	79	144	13516	111.5	10287	225
1866	RERE:-:chr1:8617582:8525984	RERE	ENST00000337907,ENST00000400908,ENST00000400907	ENST00000337907	24	-	chr1	8674619	8617583	8617582	8617477	8526083	8525985	8525984	8482868	6	12	7	57036	105	98	43116	101.5	50076	681
1867	RIMS1:+:chr6:73016961:73023375	RIMS1	ENST00000264839,ENST00000348717,ENST00000521978,ENST00000491071,ENST00000517960,ENST00000401910,ENST00000517433,ENST00000453976,ENST00000522211,ENST00000538414,ENST00000370420	ENST00000264839	30	+	chr6	73001750	73016960	73016961	73017073	73023209	73023375	73023376	73043302	23	24	2	15210	112	166	19926	139	17568	280
1868	PDE4D:-:chr5:58511794:58476420	PDE4D	ENST00000340635,ENST00000507116,ENST00000360047,ENST00000503258,ENST00000502484,ENST00000405755,ENST00000546160,ENST00000309641,ENST00000502575,ENST00000503947,ENST00000405053	ENST00000340635	15	-	chr5	59188994	58511795	58511794	58511603	58476470	58476421	58476420	58334799	2	5	4	677199	191	49	141621	120	409410	353
1869	ATP9B:+:chr18:76953183:76974038	ATP9B	ENST00000490210,ENST00000426216,ENST00000307671,ENST00000590271	ENST00000490210	24	+	chr18	76936908	76953182	76953183	76953263	76973962	76974038	76974039	77013380	7	9	3	16274	80	76	39341	78	27807.5	234
1870	POLB:+:chr8:42202471:42214910	POLB	ENST00000522610,ENST00000265421,ENST00000538005,ENST00000518925,ENST00000520008,ENST00000524208	ENST00000522610	15	+	chr8	42196588	42202470	42202471	42202537	42214838	42214910	42214911	42218613	3	9	7	5882	66	72	3702	69	4792	431
1871	TBC1D12:+:chr10:96201653:96234540	TBC1D12	ENST00000225235	ENST00000225235	13	+	chr10	96163342	96201652	96201653	96201776	96234425	96234540	96234541	96253121	2	3	2	38310	123	115	18580	119	28445	240
1872	KCNK2:+:chr1:215342542:215345526	KCNK2	ENST00000444842,ENST00000486921,ENST00000391894,ENST00000391895,ENST00000470177	ENST00000444842	7	+	chr1	215298094	215342541	215342542	215342702	215345340	215345526	215345527	215368295	4	5	2	44447	160	186	22768	173	33607.5	348
1873	PTBP3:-:chr9:115060196:115024715	PTBP3	ENST00000334318,ENST00000374257,ENST00000458258,ENST00000374255,ENST00000343327	ENST00000334318	15	-	chr9	115092720	115060197	115060196	115060112	115024879	115024715	115024714	115015069	3	6	4	32523	84	164	9645	124	21084	567
1874	BRWD3:-:chrX:79991587:79988955	BRWD3	ENST00000373275	ENST00000373275	41	-	chrX	79999530	79991588	79991587	79991487	79988995	79988955	79988954	79985520	9	12	4	7942	100	40	3434	70	5688	314
1875	DOCK4:-:chr7:111585853:111575594	DOCK4	ENST00000428084,ENST00000437633,ENST00000445943,ENST00000476846	ENST00000428084	53	-	chr7	111617186	111585854	111585853	111585772	111575683	111575595	111575594	111555960	9	12	4	31332	81	88	19634	84.5	25483	365
1876	UBAP2:-:chr9:33973235:33971648	UBAP2	ENST00000379238,ENST00000360802,ENST00000449054,ENST00000421278	ENST00000379238	29	-	chr9	33986757	33973236	33973235	33973181	33971752	33971649	33971648	33963790	7	8	2	13521	54	103	7858	78.5	10689.5	159
1877	VPS13A:+:chr9:79829245:79842401	VPS13A	ENST00000360280,ENST00000376636,ENST00000376634,ENST00000357409	ENST00000360280	72	+	chr9	79828231	79829244	79829245	79829302	79842307	79842401	79842402	79843037	10	16	7	1013	57	94	635	75.5	824	756
1878	CARNMT1:-:chr9:77632364:77631183	CARNMT1	NA	NA	NA	-	chr9	NA	NA	77632364	NA	NA	77631184	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1879	EXOC6B:-:chr2:72707879:72692288	EXOC6B	ENST00000272427	ENST00000272427	22	-	chr2	72719446	72707880	72707879	72707745	72692468	72692289	72692288	72607000	17	18	2	11566	134	179	85288	156.5	48427	315
1880	PPA2:-:chr4:106377902:106367539	PPA2	ENST00000341695,ENST00000348706,ENST00000509426,ENST00000357415,ENST00000509031,ENST00000380004,ENST00000502833,ENST00000457404,ENST00000502596,ENST00000508518,ENST00000504028,ENST00000513649	ENST00000341695	12	-	chr4	106395050	106377903	106377902	106377838	106367659	106367540	106367539	106359194	2	5	4	17147	64	119	8345	91.5	12746	284
